Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,year,month,quarter,day_of_week,day_of_year,week_of_year,month_sin,month_cos,day_of_week_sin,day_of_week_cos,distance_per_mt,fuel_risk_interaction,reliability_risk_inverse,weather_risk_flag,long_lead_time_flag,shipping_year,shipping_month,shipping_baltic_dry_index,shipping_container_rate_usd_40ft,shipping_air_cargo_rate_usd_kg,shipping_bdi_mom_change_pct,shipping_container_yoy_pct,shipping_tanker_rate_aframax_usd_day,shipping_bulk_carrier_handysize_usd_day,shipping_supply_chain_pressure_index,shipping_on_time_delivery_pct,commodity_price,tariff_tariff_rate_pct,tariff_estimated_value_usd_bn,tariff_is_trump_1_0,tariff_is_biden,tariff_is_trump_2_0,tariff_is_retaliation,tariff_is_section_232,tariff_is_section_301,tariff_is_ieepa,disruption_event_flag
SC-10978,2024-01-03,Shanghai,Marseille,Road,Pharmaceuticals,7697.31,269.25,2.71,1.8,Rain,0.643,6.94,0,2024,1,1,2,3,1,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,28.58796657381616,4.878,0.357,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-11146,2024-01-03,Antwerp,Dubai,Sea,Textiles,12062.68,256.62,2.75,7.9,Rain,0.697,27.57,1,2024,1,1,2,3,1,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,47.00600109110747,21.725,0.303,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-11456,2024-01-03,Antwerp,Marseille,Air,Automotive,10498.14,308.1,2.6,6.7,Clear,0.567,1.5,1,2024,1,1,2,3,1,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,34.07380720545277,17.42,0.433,0,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13619,2024-01-03,Rotterdam,Antwerp,Rail,Electronics,3039.29,81.39,1.31,2.2,Rain,0.905,3.21,0,2024,1,1,2,3,1,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,37.3423024941639,2.882000000000001,0.0949999999999999,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13892,2024-01-03,Busan,Singapore,Rail,Pharmaceuticals,10322.85,490.25,2.16,5.0,Clear,0.834,9.29,1,2024,1,1,2,3,1,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,21.056297807241204,10.8,0.166,0,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-14888,2024-01-03,Rotterdam,Antwerp,Air,Textiles,867.55,92.84,4.32,5.8,Hurricane,0.984,0.87,1,2024,1,1,2,3,1,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,9.344571305471778,25.056,0.016,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-10162,2024-01-04,Antwerp,Marseille,Road,Perishables,9686.18,163.76,2.77,4.5,Fog,0.837,9.89,0,2024,1,1,3,4,1,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,59.14863214460186,12.465,0.163,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-10420,2024-01-04,Antwerp,Hamburg,Road,Textiles,11977.9,96.94,1.82,3.2,Storm,0.703,24.61,0,2024,1,1,3,4,1,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,123.5599339797813,5.824000000000001,0.297,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-12772,2024-01-04,Singapore,Dubai,Sea,Pharmaceuticals,12201.0,125.22,1.79,2.9,Clear,0.959,20.38,1,2024,1,1,3,4,1,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,97.43651173933875,5.191,0.041,0,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-12812,2024-01-04,Antwerp,Los Angeles,Air,Automotive,10165.71,52.59,2.18,0.6,Clear,0.547,0.65,0,2024,1,1,3,4,1,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,193.3011979463776,1.308,0.4529999999999999,0,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-14353,2024-01-04,Los Angeles,Hamburg,Rail,Textiles,14390.21,101.63,2.36,4.0,Fog,0.579,17.88,0,2024,1,1,3,4,1,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,141.5941159106563,9.44,0.421,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13420,2024-01-05,Hamburg,Antwerp,Rail,Electronics,11583.12,286.34,4.28,5.7,Rain,0.708,12.5,0,2024,1,1,4,5,1,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191,40.45232939861703,24.396,0.292,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-14745,2024-01-05,Shanghai,Marseille,Rail,Textiles,1280.54,344.29,2.63,7.0,Hurricane,0.805,9.67,1,2024,1,1,4,5,1,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191,3.719364489238723,18.41,0.1949999999999999,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-14763,2024-01-05,Singapore,Hamburg,Road,Automotive,4104.77,473.79,2.54,2.9,Hurricane,0.707,22.31,1,2024,1,1,4,5,1,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191,8.663690664640454,7.366,0.293,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-14774,2024-01-05,Dubai,Shanghai,Air,Textiles,5391.29,397.12,3.96,7.1,Hurricane,0.522,2.89,1,2024,1,1,4,5,1,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191,13.575971998388397,28.116,0.478,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-10609,2024-01-06,Antwerp,Los Angeles,Rail,Electronics,10510.73,230.19,4.07,5.5,Storm,0.823,28.33,0,2024,1,1,5,6,1,0.4999999999999999,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,45.66110604283418,22.385,0.177,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-11991,2024-01-06,Shanghai,Antwerp,Rail,Pharmaceuticals,2804.17,121.12,1.71,4.7,Clear,0.691,1.75,1,2024,1,1,5,6,1,0.4999999999999999,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,23.15199801849405,8.037,0.309,0,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-12603,2024-01-06,Shanghai,Rotterdam,Rail,Automotive,5105.01,452.11,2.48,5.1,Hurricane,0.89,34.45,1,2024,1,1,5,6,1,0.4999999999999999,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,11.29152197474066,12.648,0.1099999999999999,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13181,2024-01-06,Shanghai,Antwerp,Sea,Textiles,4693.22,77.32,1.35,1.1,Rain,0.708,8.29,0,2024,1,1,5,6,1,0.4999999999999999,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,60.69865494050699,1.4850000000000003,0.292,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-10031,2024-01-07,Singapore,Marseille,Air,Automotive,2972.6,266.7,4.45,9.5,Fog,0.556,1.04,1,2024,1,1,6,7,1,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,11.145856767904013,42.275,0.4439999999999999,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-10682,2024-01-07,Busan,Singapore,Rail,Automotive,2977.87,457.5,2.02,0.0,Storm,0.739,6.06,0,2024,1,1,6,7,1,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,6.509005464480874,0.0,0.261,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-11614,2024-01-07,Antwerp,Shanghai,Sea,Perishables,5328.53,51.82,1.28,5.7,Hurricane,0.897,76.95,1,2024,1,1,6,7,1,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,102.82767271323812,7.296,0.1029999999999999,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-12678,2024-01-07,Busan,Los Angeles,Rail,Perishables,2116.93,37.71,3.66,6.3,Hurricane,0.837,15.72,1,2024,1,1,6,7,1,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,56.13709891275524,23.058,0.163,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13015,2024-01-07,Dubai,Singapore,Sea,Automotive,5343.72,386.35,3.31,8.8,Storm,0.626,32.33,1,2024,1,1,6,7,1,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,13.831292869160087,29.128000000000004,0.374,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13037,2024-01-07,Singapore,Hamburg,Road,Perishables,14715.35,427.7,2.67,7.0,Hurricane,0.787,93.9,1,2024,1,1,6,7,1,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,34.40577507598784,18.69,0.2129999999999999,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13245,2024-01-07,Los Angeles,Dubai,Sea,Textiles,2989.56,335.04,3.42,6.6,Hurricane,0.952,44.04,1,2024,1,1,6,7,1,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,8.922994269340974,22.572,0.048,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13948,2024-01-07,Rotterdam,Los Angeles,Road,Electronics,2863.78,123.63,2.96,5.8,Fog,0.849,3.44,1,2024,1,1,6,7,1,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,23.16411874140581,17.168,0.151,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-10230,2024-01-08,Rotterdam,Busan,Sea,Automotive,12024.76,332.7,2.89,1.9,Clear,0.869,17.37,0,2024,1,1,0,8,2,0.4999999999999999,0.8660254037844387,0.0,1.0,36.142951608055306,5.491,0.131,0,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-11673,2024-01-08,Los Angeles,Antwerp,Rail,Automotive,12185.92,32.56,4.19,7.5,Rain,0.777,13.86,1,2024,1,1,0,8,2,0.4999999999999999,0.8660254037844387,0.0,1.0,374.26044226044223,31.425000000000004,0.2229999999999999,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-11682,2024-01-08,Busan,Hamburg,Air,Perishables,9794.1,432.34,2.86,0.8,Fog,0.83,0.72,1,2024,1,1,0,8,2,0.4999999999999999,0.8660254037844387,0.0,1.0,22.653698478049684,2.288,0.17,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-14624,2024-01-08,Shanghai,Hamburg,Rail,Electronics,14202.85,193.84,2.73,1.9,Fog,0.577,15.95,0,2024,1,1,0,8,2,0.4999999999999999,0.8660254037844387,0.0,1.0,73.27099669830788,5.186999999999999,0.423,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-10390,2024-01-09,Shanghai,Marseille,Sea,Perishables,14862.32,70.59,4.13,1.5,Hurricane,0.671,176.04,1,2024,1,1,1,9,2,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,210.54426972659016,6.195,0.3289999999999999,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-11297,2024-01-09,Los Angeles,Antwerp,Sea,Electronics,2016.23,42.55,1.64,9.1,Fog,0.707,6.39,0,2024,1,1,1,9,2,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,47.384958871915394,14.923999999999998,0.293,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-12399,2024-01-09,Antwerp,Singapore,Sea,Pharmaceuticals,9735.08,125.7,1.96,9.8,Fog,0.812,30.22,1,2024,1,1,1,9,2,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,77.44693715194909,19.208,0.1879999999999999,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13694,2024-01-09,Singapore,Marseille,Rail,Textiles,5503.71,259.95,3.28,4.6,Rain,0.848,5.24,1,2024,1,1,1,9,2,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,21.172186959030583,15.087999999999996,0.152,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13720,2024-01-09,Singapore,Marseille,Sea,Electronics,5479.11,157.31,2.73,9.3,Hurricane,0.822,88.64,1,2024,1,1,1,9,2,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,34.83001716356239,25.389000000000003,0.178,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13932,2024-01-09,Los Angeles,Shanghai,Rail,Automotive,9529.92,86.49,1.43,5.0,Clear,0.523,7.27,0,2024,1,1,1,9,2,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,110.18522372528616,7.15,0.477,0,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-14601,2024-01-09,Antwerp,Singapore,Road,Textiles,11859.11,386.48,2.04,0.6,Storm,0.746,21.46,0,2024,1,1,1,9,2,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,30.68492548126682,1.224,0.254,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-10366,2024-01-10,Rotterdam,Los Angeles,Road,Automotive,14437.26,306.06,3.9,8.6,Fog,0.968,19.06,1,2024,1,1,2,10,2,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,47.171338953146446,33.54,0.032,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-10431,2024-01-10,Singapore,Hamburg,Sea,Automotive,11541.9,45.2,1.47,9.8,Fog,0.704,36.21,0,2024,1,1,2,10,2,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,255.3517699115044,14.406,0.296,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-11264,2024-01-10,Busan,Antwerp,Air,Textiles,668.5,421.43,3.6,1.9,Fog,0.697,0.5,1,2024,1,1,2,10,2,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.5862658092684432,6.84,0.303,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-12632,2024-01-10,Rotterdam,Dubai,Sea,Textiles,563.27,163.46,1.41,4.6,Clear,0.993,1.06,1,2024,1,1,2,10,2,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,3.4459194910069737,6.485999999999999,0.007,0,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13023,2024-01-10,Singapore,Hamburg,Road,Perishables,5320.61,205.84,3.43,9.6,Storm,0.611,14.46,1,2024,1,1,2,10,2,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,25.84828021764477,32.928,0.389,1,1,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13087,2024-01-10,Busan,Marseille,Rail,Pharmaceuticals,723.23,365.11,4.4,2.4,Rain,0.706,1.45,1,2024,1,1,2,10,2,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,1.9808550847689737,10.56,0.294,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13496,2024-01-10,Busan,Hamburg,Air,Textiles,13013.45,497.15,4.26,9.9,Hurricane,0.857,7.97,1,2024,1,1,2,10,2,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,26.176103791612192,42.174,0.143,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13693,2024-01-10,Dubai,Hamburg,Sea,Textiles,3899.17,7.02,1.76,5.2,Rain,0.987,8.03,1,2024,1,1,2,10,2,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,555.4373219373219,9.152,0.013,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-13956,2024-01-10,Antwerp,Dubai,Air,Electronics,13933.73,322.81,1.46,4.3,Hurricane,0.805,7.6,1,2024,1,1,2,10,2,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,43.16387348595149,6.278,0.1949999999999999,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-14595,2024-01-10,Los Angeles,Dubai,Air,Perishables,9855.67,188.37,3.96,4.7,Fog,0.867,0.5,0,2024,1,1,2,10,2,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,52.32080479906567,18.612,0.133,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-14848,2024-01-10,Hamburg,Singapore,Air,Electronics,11570.98,295.96,3.16,0.1,Rain,0.502,1.18,0,2024,1,1,2,10,2,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,39.09643195026355,0.316,0.498,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-14920,2024-01-10,Singapore,Marseille,Air,Textiles,14304.91,139.64,3.64,3.4,Hurricane,0.992,7.36,1,2024,1,1,2,10,2,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,102.44134918361502,12.376,0.008,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
SC-10844,2024-01-11,Antwerp,Singapore,Rail,Pharmaceuticals,2655.61,436.89,1.63,0.5,Rain,0.977,2.16,1,2024,1,1,3,11,2,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,6.078440797454737,0.815,0.023,1,0,2024.0,1.0,1913.0,2500.0,4.22,-3.04,-35.73,28812.0,12058.0,0.82,0.913,5883.525058229814,,,,,,,,,,0
